row_id,output_class,confidence
605,n02480495,0.012195635586977
606,n01855032,0.0460049882531166
607,n03459775,0.0121533861383795
608,n01855032,0.0317995399236679
609,n13037406,0.0134502882137894
610,n02326432,0.0142202312126755
611,n03272562,0.0691503435373306
612,n02894605,0.0549608133733272
613,n06359193,0.1249966323375701
614,n03459775,0.0979627221822738
615,n01798484,0.0403794944286346
616,n03272562,0.0136980405077338
617,n03459775,0.01205834466964
618,n03459775,0.1068391054868698
619,n03590841,0.5034970045089722
620,n02326432,0.0622227154672145
621,n03272562,0.0153722558170557
622,n10565667,0.0386770069599151
623,n10565667,0.0364649966359138
624,n02102177,0.0110332034528255
625,n02102177,0.0120230428874492
626,n02027492,0.0228654816746711
627,n03743016,0.0126922605559229
628,n03459775,0.0142130572348833
629,n02840245,0.0308298580348491
630,n03272562,0.0152700813487172
631,n01855032,0.0393041782081127
632,n02326432,0.0184717942029237
633,n02092002,0.0120091987773776
634,n01855032,0.0246138833463192
635,n02115641,0.0114362156018614
636,n03459775,0.011689675040543
637,n03459775,0.0119868274778127
638,n02326432,0.014058425091207
639,n03590841,0.0753534659743309
640,n02115641,0.0123704690486192
641,n13044778,0.0116196144372224
642,n02480495,0.0106561193242669
643,n01855032,0.0502557270228862
644,n02480495,0.010729506611824
645,n02480495,0.013086050748825
646,n10565667,0.0487017482519149
647,n13044778,0.0113613447174429
648,n02894605,0.0122213829308748
649,n02326432,0.0174528639763593
650,n12998815,0.01198311150074
651,n04228054,0.0419827289879322
652,n02102177,0.0111175579950213
653,n03544143,0.2832801640033722
654,n03459775,0.0170206725597381
655,n10565667,0.0155578041449189
656,n02480495,0.0130756050348281
657,n03272562,0.0172237753868103
658,n01855032,0.0445865355432033
659,n02480495,0.0127078164368867
660,n02027492,0.0617429390549659
661,n03590841,0.1216144785284996
662,n02092002,0.0558956339955329
663,n10565667,0.050854455679655
664,n12998815,0.0116450442001223
665,n02091635,0.0092263864353299
666,n06359193,0.0202312711626291
667,n02028035,0.0168501026928424
668,n03272562,0.0138200875371694
669,n13044778,0.0105226719751954
670,n02027492,0.1206348910927772
671,n02128385,0.0477259866893291
672,n02102177,0.0584806613624095
673,n02480495,0.0579676739871501
674,n02840245,0.0764847099781036
675,n02480495,0.0480138771235942
676,n13037406,0.0571183674037456
677,n02027492,0.1123065575957298
678,n03888257,0.0967065319418907
679,n02480495,0.051330704241991
680,n03344393,0.0122430296614766
681,n03459775,0.0174417570233345
682,n03394916,0.0156251434236764
683,n03272562,0.0138382380828261
684,n03459775,0.0152714177966117
685,n10565667,0.0203027743846178
686,n01601694,0.0567066073417663
687,n03459775,0.0519719421863555
688,n03272562,0.0695135593414306
689,n10565667,0.0234024375677108
690,n03272562,0.0189879480749368
691,n01855032,0.0438578799366951
692,n01855032,0.0346977449953556
693,n13037406,0.0120363226160407
694,n03272562,0.0185908265411853
695,n01798484,0.0484274327754974
696,n02326432,0.0133394943550229
697,n10565667,0.0274834334850311
698,n03899768,0.0131186954677104
699,n02028035,0.0121368477120995
700,n03459775,0.0171657092869281
701,n02480495,0.0133082102984189
702,n03485407,0.0145298596471548
703,n01601694,0.0139979626983404
704,n03272562,0.012198144569993
705,n03459775,0.0165780615061521
706,n13037406,0.011598308570683
707,n02092002,0.0143797257915139
708,n03272562,0.0191036909818649
709,n01601694,0.0147270048037171
710,n03459775,0.0174442213028669
711,n02894605,0.0138486586511135
712,n03272562,0.016360780224204
713,n03888257,0.025506641715765
714,n03344393,0.0105398092418909
715,n02480495,0.0112159298732876
716,n04228054,0.0204584524035453
717,n13044778,0.0103768771514296
718,n02092002,0.0159098990261554
719,n03272562,0.0163991190493106
720,n03485407,0.0184832960367202
721,n02092002,0.0126445153728127
722,n01798484,0.0292474813759326
723,n02115641,0.0142528032884001
724,n03272562,0.0163642354309558
725,n02027492,0.0227489247918128
726,n02092002,0.0120118325576186
727,n03272562,0.0135511448606848
728,n03459775,0.0151676749810576
729,n01798484,0.0412251129746437
730,n03590841,0.1115341186523437
731,n03485407,0.0206183344125747
732,n03272562,0.068965770304203
733,n01748264,0.0709263831377029
734,n03272562,0.0646242946386337
735,n02480495,0.0134766977280378
736,n02102177,0.0116834128275513
737,n13044778,0.0109668672084808
738,n03109150,0.0282613970339298
739,n02894605,0.0124188866466283
740,n03496892,0.0094460137188434
741,n03459775,0.0168535634875297
742,n02027492,0.0284134205430746
743,n03272562,0.0184405837208032
744,n02894605,0.0101863881573081
745,n13037406,0.0118210520595312
746,n01798484,0.0348774939775466
747,n02027492,0.0176083594560623
748,n03888257,0.020468121394515
749,n03272562,0.0174178015440702
750,n02480495,0.0129336528480052
751,n02480495,0.0105772418901324
752,n03272562,0.014966539107263
753,n03272562,0.0152479810640215
754,n01601694,0.0129981907084584
755,n02027492,0.033726792782545
756,n02102177,0.010601295158267
757,n03459775,0.0125926062464714
758,n02480495,0.0556876175105571
759,n02483708,0.0498460158705711
760,n10565667,0.0909262001514434
761,n03459775,0.0154243549332022
762,n01494475,0.0267776548862457
763,n02099601,0.0110780587419867
764,n03485407,0.0669159665703773
765,n01855032,0.1746729612350464
766,n02092002,0.0609419718384742
767,n02102177,0.0112098297104239
768,n03888257,0.0142757333815097
769,n02480495,0.0111317997798323
770,n02027492,0.019566336646676
771,n02840245,0.0231831613928079
772,n03272562,0.017390826717019
773,n13044778,0.0107832569628953
774,n01855032,0.0382047183811664
775,n02033041,0.0355171747505664
776,n13044778,0.0109086614102125
777,n01748264,0.0143937794491648
778,n03272562,0.0171069633215665
779,n01748264,0.0174093563109636
780,n10565667,0.0465781167149543
781,n02480495,0.0117153702303767
782,n02114367,0.0112527534365654
783,n02840245,0.0152023611590266
784,n03459775,0.0143807595595717
785,n03345487,0.0118030356243252
786,n01748264,0.0152255408465862
787,n01601694,0.0129741681739687
788,n02114367,0.0098395301029086
789,n02092002,0.0134667381644248
790,n03485407,0.0241317357867956
791,n02092002,0.0129740759730339
792,n01798484,0.025172758847475
793,n03743016,0.0120627116411924
794,n03590841,0.0692007690668106
795,n10565667,0.0519374795258045
796,n03272562,0.0161532368510961
797,n03272562,0.0123680336400866
798,n02480495,0.0120361847802996
799,n02102177,0.0117545882239937
800,n01798484,0.0250151548534631
801,n02092002,0.0107323946431279
802,n02099601,0.0116434274241328
803,n02115641,0.0577592030167579
804,n13040303,0.0495421029627323
805,n03272562,0.0635584071278572
806,n01855032,0.0414905026555061
807,n03590841,0.3471693992614746
808,n02894605,0.0119516095146536
809,n02480495,0.0142041854560375
810,n03272562,0.0173110775649547
811,n02115641,0.0116998190060257
812,n02894605,0.0115072159096598
813,n03272562,0.0141331618651747
814,n03272562,0.0156927183270454
815,n10565667,0.0268328376114368
816,n02114367,0.0111286761239171
817,n02027492,0.0227065794169902
818,n10565667,0.0405392460525035
819,n02326432,0.0157538205385208
820,n04296562,0.0416950434446334
821,n13037406,0.0115971872583031
822,n02326432,0.0245862957090139
823,n02027492,0.0232804827392101
824,n01601694,0.0162198394536972
825,n03272562,0.0167336612939834
826,n01748264,0.0689763277769088
827,n02326432,0.0702322497963905
828,n03590841,0.2071956545114517
829,n10565667,0.4511249959468841
830,n02326432,0.1070755198597908
831,n01601694,0.0547910518944263
832,n03345487,0.0120648453012108
833,n02480495,0.011273362673819
834,n02480495,0.0109592471271753
835,n03743016,0.0116648646071553
836,n03272562,0.0160670708864927
837,n06359193,0.0242486838251352
838,n03314780,0.046280026435852
839,n04310018,0.0122053017839789
840,n02480495,0.0112704625353217
841,n03345487,0.0132881291210651
842,n02894605,0.0127901071682572
843,n02027492,0.0117775201797485
844,n10565667,0.0318366661667823
845,n02102177,0.0111308004707098
846,n03459775,0.0167730301618576
847,n03272562,0.0130956750363111
848,n03899768,0.0110304914414882
849,n03899768,0.0121874120086431
850,n02033041,0.0281781312078237
851,n02692877,0.3245325684547424
852,n04228054,0.0268613789230585
853,n02027492,0.0276589784771204
854,n12998815,0.0113350516185164
855,n01748264,0.0729435384273529
856,n02480495,0.0500790812075138
857,n03459775,0.0950586348772049
858,n01748264,0.0645656064152717
859,n02102177,0.0489436313509941
860,n03899768,0.052887700498104
861,n01748264,0.0830950811505317
862,n02027492,0.0233352072536945
863,n03459775,0.020000422373414
864,n03459775,0.0220466721802949
865,n02480495,0.0604301430284976
866,n03272562,0.0834389850497245
867,n02028035,0.0625859200954437
868,n03272562,0.0124146994203329
869,n02115641,0.0118058985099196
870,n02894605,0.0119232172146439
871,n03590841,0.4534884691238403
872,n02326432,0.0196573808789253
873,n03272562,0.0163703318685293
874,n09421951,0.0196601785719394
875,n13037406,0.0501275211572647
876,n02326432,0.0797733962535858
877,n03272562,0.0654048547148704
878,n03743016,0.0134286638349294
